sample_name,Tdry_C,Twet_C,mean_canopy_temp_C,mean_cwsi,std_cwsi,cv_cwsi,min_cwsi,max_cwsi,median_cwsi,canopy_area_pixels,area_below_03_pixels,area_low_stress_pixels,area_medium_stress_pixels,area_high_stress_pixels,fraction_below_03,fraction_low_stress,fraction_medium_stress,fraction_high_stress,threshold_used
20260605_1200,45.59,20.59,32.69,0.5162,0.0762,0.1477,0.1759,0.6047,0.5485,73839,1994,71840,5,0,0.0270,0.9729,0.0001,0.0000,196.80
